AUXID,AUXDESC,
901,Legal  Ids,
001,AAA_Recurrents,
907,AAA_Station Imaging DAILY,
@,None Selected,
213,Music Christmas,
002,AAA_Currents,
216,Music Christian Rock,
902,AAA_Show Promos WEEKLY,
168,Revolutionary Radio WEEKLY,
DEL,Deletable Files,
700,AAA_Spots,
908,Sponsors Top of the Hour,
117 ,Information Modules DAILY,
155,Music Roots,
*ALL,*ALL ACCESS,
OLD,Old Music,
NXT,Break In Queue,
913,AAA_Current_DROPS,
