MSCID,MSCCHART,MSCARTIST,MSCSTATUS,LASTUSERNAME,LASTCHANGEDATE,
301200004318,AAA;AMA;,Esme Patterson,No Fit,Administrator,2016.06.05 10:39:12,
301200004319,AAA;AMA;,Night owls,No Fit,Administrator,2016.06.05 10:40:02,
301200004320,AAA;AMA;,Bret Wisone,No Fit,Administrator,2016.06.05 10:50:32,
301200004321,AAA;AMA;,Dolly Shine,No Fit,Administrator,2016.06.05 10:51:56,
301200004322,AAA;AMA;,Larry Nixon,No Fit,Administrator,2016.06.05 10:53:35,
301200004323,AAA;AMA;,Greg Humphreys,No Fit,Administrator,2016.06.05 10:55:20,
301200004324,AAA;AMA;,Jay Matthes,Wont Play,Administrator,2016.06.05 10:57:32,
301200004325,AAA;AMA;,Funk Box,No Fit,Administrator,2016.06.05 11:02:47,
301200004326,AAA;AMA;,Edgar Loudermilk,No Fit,Administrator,2016.06.05 11:04:28,
301200004327,AAA;AMA;,Farm Hands,No Fit,Administrator,2016.06.05 11:05:16,
301200004328,AAA;AMA;,Jordan Renzi,No Fit,Administrator,2016.06.05 11:06:33,
301200004329,AAA;AMA;,Criiked Eye Tommy,No Fit,Administrator,2016.06.05 11:08:12,
301200004330,AAA;AMA;,Zoe Nutt,No Fit,Administrator,2016.06.05 11:09:33,
301200004331,AAA;AMA;,RFA,No Fit,Administrator,2016.06.05 11:10:50,
301200004332,AAA;AMA;,Beautiful Machines,No Fit,Administrator,2016.06.05 11:12:45,
301200004333,AAA;AMA;,William Bell,No Fit,Administrator,2016.06.05 11:13:11,
301200004334,AAA;AMA;,Argues,No Fit,Administrator,2016.06.05 11:14:33,
301200004335,AAA;AMA;,Grady Yates,No Fit,Administrator,2016.06.05 11:15:23,
301200004336,AAA;AMA;,Mason Porter,No Fit,Administrator,2016.06.05 11:16:38,
301200004337,AAA;AMA;,Cave States,No Fit,Administrator,2016.06.05 11:25:10,
301200004338,AAA;AMA;,My Morning Jacket,No Fit,Administrator,2016.06.05 11:27:05,
301200004339,AAA;AMA;,Claypool Lennon,No   Fit,Administrator,2016.06.05 11:30:36,
301200004340,AAA;AMA;,Common Jack,No Fit,Administrator,2016.06.05 11:32:32,
301200004341,AAA;AMA;,Patrick Chadwick,No Fit,Administrator,2016.06.05 11:39:27,
301200004342,AAA;AMA;,Andre Williams,No Fit,Administrator,2016.06.05 11:40:35,
301200004343,AAA;AMA;,Red Shoes Shine,No Fit,Administrator,2016.06.05 11:44:29,
301200004344,AAA;AMA;,Modlin and Scott,No Fit,Administrator,2016.06.05 11:46:55,
301200004345,AAA;AMA;,Calvin and Earle,No Fit,Administrator,2016.06.05 11:51:35,
301200004346,AAA;AMA;,Monkees,Wont Play,Administrator,2016.06.05 11:54:27,
301200004347,AAA;AMA;,Mary Beth Cross,No Fit,Administrator,2016.06.05 11:54:42,
301200004348,AAA;AMA;,Derik Hultouist,No Fit,Administrator,2016.06.05 11:56:06,
301200004349,AAA;AMA;,The Leavelles,No Fit,Administrator,2016.06.05 11:59:39,
301200004350,AAA;AMA;,Beth lee,No Fit,Administrator,2016.06.05 12:02:24,
301200004351,AAA;AMA;,Gatehering Time,No fit,Administrator,2016.06.05 12:41:56,
301200004352,AAA;AMA;,Peter Aristone,No Fit,Administrator,2016.06.05 12:48:17,
301200004353,AAA;AMA;,Lonely HeartString Band,No Fit,Administrator,2016.06.05 12:49:53,
301200004354,AAA;AMA;,Felice Brothers,No Fit,Administrator,2016.06.05 12:51:21,
301200004355,AAA;AMA;,Michael McDermott,No Fit,Administrator,2016.06.05 12:55:51,
301200004356,AAA;AMA;,Jimmy Pizzitola,No Fit,Administrator,2016.06.05 12:58:56,
301200004357,AAA;AMA;,Grant Farm,No Fit,Administrator,2016.06.05 13:01:04,
301200004358,AAA;AMA;,David Leask,No Fit,Administrator,2016.06.05 13:03:39,
301200004359,AAA;AMA;,Daniel Romano,No Fit,Administrator,2016.06.05 13:05:39,
301200004360,AAA;AMA;,Drifter,No Fit,Administrator,2016.06.05 13:06:54,
301200004361,AAA;AMA;,Irene Kelley,No Fit,Administrator,2016.06.05 13:07:50,
301200004362,AAA;AMA;,Sara Watkins,No Fit,Administrator,2016.06.05 13:09:33,
301200004363,AAA;AMA;,Paul Simon,No Fit,Administrator,2016.06.05 13:11:21,
301200004364,AAA;AMA;,Jonah Smith,No Fit,Administrator,2016.06.05 13:12:45,
301200004365,AAA;AMA;,Bright Star,No Fit,Administrator,2016.06.05 13:14:06,
301200004366,AAA;AMA;,Marco Benevento,No Fit,Administrator,2016.06.05 13:21:48,
301200004367,AAA;AMA;,Alexis P Suter,No Fit,Administrator,2016.06.05 13:23:31,
301200004368,AAA;AMA;,Luke Bell,No Fit,Administrator,2016.06.05 13:33:19,
301200004384,AAA;AMA;,Vanessa Peters,No Fit,Administrator,2016.06.26 09:35:53,
301200004385,AAA;AMA;,Sarantos,No Fit,Administrator,2016.06.26 09:42:57,
301200004386,AAA;AMA;,JJ Thames,No Fit,Administrator,2016.06.26 09:43:09,
301200004387,AAA;AMA;,Ultan Conlan,No Fit,Administrator,2016.06.26 09:48:28,
301200004388,AAA;AMA;,Miss Sophie,Too slow,Administrator,2016.06.26 09:50:09,
301200004389,AAA;AMA;,Frankei Lee,No Fit,Administrator,2016.06.26 09:54:41,
301200004390,AAA;AMA;,Cali Shaw,No Fit,Administrator,2016.06.26 10:07:32,
301200004391,AAA;AMA;,The Von,No Fit,Administrator,2016.06.26 10:09:23,
301200004392,AAA;,Starlight Midnight Cities,No Fit,Administrator,2016.06.26 10:11:10,
301200004394,AAA;AMA;,Linda Draper,No Fit,Administrator,2016.06.26 10:17:55,
301200004397,AAA;AMA;,Matt Butler,No Fit,Administrator,2016.06.26 10:22:04,
301200004400,AAA;AMA;,Saso Sandic,NO Fit,Administrator,2016.06.26 10:28:41,
301200004402,AAA;AMA;,Linda Luce,No Fit,Administrator,2016.06.26 10:31:12,
301200004404,AAA;AMA;,Justin Cody Fox,No Fit,Administrator,2016.06.26 10:33:48,
301200004405,AAA;AMA;,Nancy Cassidy,No Fit,Administrator,2016.06.26 10:37:57,
301200004407,AAA;AMA;,Pondhawks,No Fit,Administrator,2016.06.26 10:50:27,
301200004408,AAA;AMA;,Society of Broken Souls,No Fit,Administrator,2016.06.26 10:52:54,
301200004410,AAA;AMA;,Marleys Ghost,No Fit,Administrator,2016.06.26 10:55:36,
301200004413,AAA;AMA;,Old Man Kelly,No Fit,Administrator,2016.06.26 11:01:41,
301200004414,AAA;AMA;,Rob Ickes,No Fit,Administrator,2016.06.26 11:03:13,
301200004416,AAA;AMA;,Tommy Womac,No Fir,Administrator,2016.06.26 11:08:51,
301200004418,AAA;AMA;,Jenniffer Greer,No Fit,Administrator,2016.06.26 11:11:13,
301200004420,AAA;AMA;,Walter Trout,No Fit,Administrator,2016.06.26 11:13:06,
301200004422,AAA;AMA;,Gigi Love,No Fit,Administrator,2016.06.26 11:15:42,
301200004424,AAA;AMA;,Allen Toussaint,No Fit,Administrator,2016.06.26 11:21:20,
301200004393,AAA;AMA;,CR Smith,No Fit,Administrator,2016.06.26 10:14:38,
301200004395,AAA;AMA;,Blackbeards Truck,No Fit,Administrator,2016.06.26 10:19:12,
301200004396,AAA;AMA;,Angella Norris White,No Fit,Administrator,2016.06.26 10:20:51,
301200004398,AAA;AMA;,Angie Keilhauer,No Fit,Administrator,2016.06.26 10:23:56,
301200004399,AAA;AMA;,Forlorn Strangers,No Fit,Administrator,2016.06.26 10:25:44,
301200004401,AAA;AMA;,Jerry Castle,No Fit,Administrator,2016.06.26 10:30:11,
301200004403,AAA;AMA;,Needle Points,No Fit,Administrator,2016.06.26 10:33:00,
301200004406,AAA;AMA;,ladyhawke,No Fit,Administrator,2016.06.26 10:40:30,
301200004409,AAA;AMA;,Mollie Obrien,No Fit,Administrator,2016.06.26 10:54:14,
301200004411,AAA;AMA;,Bryann Sutton,No Fit,Administrator,2016.06.26 10:56:41,
301200004412,AAA;AMA;,National Park Radio,No Fit,Administrator,2016.06.26 11:00:40,
301200004415,AAA;AMA;,Libby Koch,No Fit,Administrator,2016.06.26 11:04:09,
301200004417,AAA;,Brian Cullman,No Fit,Administrator,2016.06.26 11:10:16,
301200004419,AAA;AMA;,Footfall,No Fit,Administrator,2016.06.26 11:12:13,
301200004421,AAA;AMA;,Katie Garibaldi,No Fit,Administrator,2016.06.26 11:14:43,
301200004423,AAA;,Sam Bush,No Fit,Administrator,2016.06.26 11:20:01,
301200004425,AAA;AMA;,Steve Poltz,No Fit,Administrator,2016.06.26 11:22:26,
301200004437,AAA;AMA;,Lyal Strickland,NO Fit,Administrator,2016.07.24 14:21:24,
301200004438,AAA;AMA;,lORI mCkENNA,no fit,Administrator,2016.07.24 14:24:55,
301200004439,AAA;AMA;,Mick Kolassa,No Fit,Administrator,2016.07.24 14:25:17,
301200004440,AAA;AMA;,Eddie Turner,No Fit,Administrator,2016.07.24 14:27:02,
301200004441,AAA;AMA;,Doolin,No Fir,Administrator,2016.07.24 14:28:41,
301200004442,AAA;AMA;,Gregory Isakov,No Fit,Administrator,2016.07.24 14:34:45,
301200004443,AAA;AMA;,Mike Sponza,No Fit,Administrator,2016.07.24 14:35:31,
301200004444,AAA;AMA;,Paul Deslauriers,No Fit,Administrator,2016.07.24 14:38:02,
301200004445,AAA;AMA;,Lucky losers,No Fit,Administrator,2016.07.24 14:39:39,
301200004446,AAA;AMA;,Friends Share Lovers,No Fit,Administrator,2016.07.24 14:41:07,
301200004447,AAA;AMA;,Earls of Leichester,No Fit,Administrator,2016.07.24 14:41:47,
301200004448,AAA;AMA;,K-Syran,No Fit,Administrator,2016.07.24 14:58:09,
301200004449,AAA;AMA;,Logan Magness,No Fit,Administrator,2016.07.24 14:59:49,
301200004450,AAA;AMA;,Weeping Willows,No Fit,Administrator,2016.07.24 15:01:25,
301200004451,AAA;AMA;,Porcelain People,No Fit,Administrator,2016.07.24 15:03:03,
301200004452,AAA;AMA;,Lizzy Rose,No Fit,Administrator,2016.07.24 15:04:19,
301200004453,AAA;AMA;,Grady Champion,No Fit,Administrator,2016.07.24 15:05:48,
301200004454,AAA;AMA;,Tod Hughes,No Fit,Administrator,2016.07.24 15:09:03,
301200004455,AAA;AMA;,The Deer,No Fit,Administrator,2016.07.24 15:09:17,
301200004456,AAA;AMA;,Jared Rogerson,No Fit,Administrator,2016.07.24 15:17:08,
301200004457,AAA;AMA;,Jeremy and Harlequens,No Fit,Administrator,2016.07.24 15:18:25,
301200004458,AAA;AMA;,Jonah Tolchin,No Fit,Administrator,2016.07.24 15:20:38,
301200004459,AAA;AMA;,Isaih Brunct,No Fit,Administrator,2016.07.24 15:22:08,
301200004460,AAA;AMA;,Sean Hayes,No Fit,Administrator,2016.07.24 15:34:50,
301200004461,AAA;AMA;,Leroy Bell,No Fit,Administrator,2016.07.24 15:40:17,
301200004462,AAA;AMA;,Cip Taylor,No Fit,Administrator,2016.07.24 15:41:20,
301200004463,AAA;AMA;,Chip Taylot,No Fit,Administrator,2016.07.24 15:42:08,
301200004464,AAA;AMA;,Eliza Neals,No Fit,Administrator,2016.07.24 15:53:02,
301200004465,AAA;AMA;,Susan Kane,No Fit,Administrator,2016.07.24 15:53:55,
301200004466,AAA;AMA;,Rafferty,No Fit,Administrator,2016.07.24 15:55:05,
301200004467,AAA;AMA;,Rebel Light,No Fit,Administrator,2016.07.24 15:56:17,
301200004468,AAA;AMA;,Fire in the Field,No Fit,Administrator,2016.07.24 15:58:55,
301200004469,AAA;AMA;,Arboles Ossific,No Fit,Administrator,2016.07.24 16:02:06,
301200004470,AAA;AMA;,Eddie Cotton,No Fit,Administrator,2016.07.24 16:02:37,
301200004471,AAA;AMA;,Blue Appollo,No Fit,Administrator,2016.07.24 16:11:37,
301200004472,AAA;AMA;,Fox Trax,No Fit,Administrator,2016.07.24 16:13:48,
301200004473,AAA;AMA;,SixtoSeven,No Fit,Administrator,2016.07.24 16:15:06,
301200004474,AAA;AMA;,Baked Potatoes,No Fit,Administrator,2016.07.24 16:16:32,
301200004475,AAA;AMA;,Doug Macleod,No Fit,Administrator,2016.07.24 16:28:27,
301200004476,AAA;AMA;,Western Flyers,No Fit,Administrator,2016.07.24 16:28:42,
301200004477,AAA;AMA;,Dons Teeth,No Fit,Administrator,2016.07.24 16:43:01,
301200004478,AAA;AMA;,Emily Clibourn,No Fit,Administrator,2016.07.24 16:46:08,
301200004479,AAA;AMA;,O connor Banc,No Fit,Administrator,2016.07.24 16:48:02,
301200004480,AAA;AMA;,Cody Links,No Fit,Administrator,2016.07.24 16:51:06,
301200004481,AAA;AMA;,Rich Robinson,No Fit,Administrator,2016.07.24 16:53:46,
301200004482,AAA;AMA;,Massy Fersuson,No Fit,Administrator,2016.07.24 16:55:07,
301200004483,AAA;AMA;,Parker Harrison,No Fit,Administrator,2016.07.24 16:59:05,
301200004484,AAA;AMA;,Dennis Dougherty,No Fit,Administrator,2016.07.24 17:00:07,
301200004503,AAA;AMA;,Devil Make Three,No Fit,Administrator,2016.08.21 17:28:24,
301200004504,AAA;AMA;,Ray Goren,No Fit,Administrator,2016.08.21 17:28:44,
301200004505,AAA;AMA;,Matt Brown,No Fit,Administrator,2016.08.21 17:29:45,
301200004506,AAA;AMA;,Stephen Simmons,No Fit,Administrator,2016.08.21 17:30:38,
301200004507,AAA;AMA;,Leagues,No Fit,Administrator,2016.08.21 17:31:33,
301200004508,AAA;AMA;,New Orleans Suspects,No Fit,Administrator,2016.08.21 17:33:20,
301200004509,AAA;AMA;,Adrianna Marie,No Fit,Administrator,2016.08.21 17:38:19,
301200004510,AAA;AMA;,Bill Kirchen,No Fit,Administrator,2016.08.21 17:39:17,
301200004511,AAA;AMA;,Walt Winston,No Fit,Administrator,2016.08.21 17:40:21,
301200004512,AAA;AMA;,Courtney Marie Andrews,No Fit,Administrator,2016.08.21 17:41:32,
301200004513,AAA;AMA;,Bob Delevante,No Fit,Administrator,2016.08.21 17:42:33,
301200004515,AAA;AMA;,Lew Jetton,No Fit,Administrator,2016.08.21 17:44:19,
301200004517,AAA;AMA;,Broke Royals,No Fit,Administrator,2016.08.21 17:46:52,
301200004519,AAA;AMA;,Alexi,No Fit,Administrator,2016.08.21 17:48:28,
301200004521,AAA;AMA;,Norah Jones,No Fit,Administrator,2016.08.21 17:56:14,
301200004523,AAA;AMA;,Lauren Adams,No Fit,Administrator,2016.08.21 17:59:15,
301200004525,AAA;AMA;,Kelsey Waldon,No Fit,Administrator,2016.08.21 18:01:34,
301200004527,AAA;AMA;,Gonzalo Bergara,No Fit,Administrator,2016.08.21 18:03:45,
301200004529,AAA;AMA;,Kat Riggins,No Fit,Administrator,2016.08.21 18:05:37,
301200004531,AAA;AMA;,Lee Delray,No Fit,Administrator,2016.08.21 18:07:41,
301200004533,AAA;AMA;,Lydia Loveless,No Fit,Administrator,2016.08.21 18:09:21,
301200004535,AAA;AMA;,Seramic,No Fit,Administrator,2016.08.21 18:11:57,
301200004537,AAA;AMA;,Beaver Nelson,No Fit,Administrator,2016.08.21 18:13:29,
301200004539,AAA;AMA;,Greg Greenway,No Fit,Administrator,2016.08.21 18:15:24,
301200004541,AAA;AMA;,Quality of Mercury,No Fit,Administrator,2016.08.21 18:24:23,
301200004543,AAA;AMA;,Dietrich Strause,No Fit,Administrator,2016.08.21 18:26:21,
301200004545,AAA;AMA;,Dale Watson,No Fit,Administrator,2016.08.21 18:28:13,
301200004547,AAA;AMA;,Joanna Connor,No Fit,Administrator,2016.08.21 18:33:34,
301200004549,AAA;AMA;,Helmsmen,No Fit,Administrator,2016.08.21 18:39:15,
301200004551,AAA;AMA;,Royal Hounds,No Fit,Administrator,2016.08.21 18:44:56,
301200004553,AAA;AMA;,Rebel Light,No Fit,Administrator,2016.08.21 18:47:08,
301200004555,AAA;AMA;,Nick Black,No Fit,Administrator,2016.08.21 18:48:42,
301200004557,AAA;AMA;,Pelle Price,No Fit,Administrator,2016.08.21 18:50:27,
301200004514,AAA;AMA;,David Edwards,No Fit,Administrator,2016.08.21 17:43:11,
301200004516,AAA;AMA;,Haley Bonar,No Fit,Administrator,2016.08.21 17:45:25,
301200004518,AAA;AMA;,Macy Medford,No Fit,Administrator,2016.08.21 17:47:43,
301200004520,AAA;AMA;,Congres Music,No Fit,Administrator,2016.08.21 17:54:28,
301200004522,AAA;AMA;,Halo Circus,No Fit,Administrator,2016.08.21 17:58:28,
301200004524,AAA;AMA;,Stewart Eastham,No Fit,Administrator,2016.08.21 18:00:19,
301200004526,AAA;AMA;,Stray Birds,No Fit,Administrator,2016.08.21 18:02:54,
301200004528,AAA;AMA;,Ruby Dee,No Fit,Administrator,2016.08.21 18:04:52,
301200004530,AAA;AMA;,Smokey Greewell,No Fit,Administrator,2016.08.21 18:06:16,
301200004532,AAA;AMA;,Eveening Bell,No Fit,Administrator,2016.08.21 18:08:31,
301200004534,AAA;AMA;,Hymn for Her,No Fit,Administrator,2016.08.21 18:10:39,
301200004536,AAA;AMA;,Kenny Davin Fine,No Fit,Administrator,2016.08.21 18:12:39,
301200004538,AAA;AMA;,Taylor Alexander,No Fit,Administrator,2016.08.21 18:14:18,
301200004540,AAA;AMA;,Parsonfield,No Fit,Administrator,2016.08.21 18:16:46,
301200004542,AAA;AMA;,Kakuhi Lee,No Fit,Administrator,2016.08.21 18:25:20,
301200004544,AAA;AMA;,Michael Harne,No Fit,Administrator,2016.08.21 18:26:52,
301200004546,AAA;AMA;,Erika Kulnys,No Fit,Administrator,2016.08.21 18:32:10,
301200004548,AAA;AMA;,Just Dave,No Fit,Administrator,2016.08.21 18:34:24,
301200004550,AAA;AMA;,Tall Heights,No Fit,Administrator,2016.08.21 18:43:02,
301200004552,AAA;AMA;,Carl Biomel,No Fit,Administrator,2016.08.21 18:46:02,
301200004554,AAA;AMA;,Riley Etheridge,No Fit,Administrator,2016.08.21 18:47:50,
301200004556,AAA;AMA;,Josh Birdsong,No Fit,Administrator,2016.08.21 18:49:44,
301200004558,AAA;AMA;,Jon Herrington,No Fit,Administrator,2016.08.21 18:51:34,
301200004559,AAA;AMA;,Youngers,No Fit,Administrator,2016.08.21 18:52:20,
301200004560,AAA;AMA;,Alexander Wright,No Fit,Administrator,2016.08.21 18:53:58,
301200004561,AAA;AMA;,Clark Paterson,No Fit,Administrator,2016.08.21 18:55:10,
301200004562,AAA;AMA;,Southern Culture on the Skids,No Fit,Administrator,2016.08.21 18:56:14,
301200004563,AAA;AMA;,Johny Nicholas,No Fit,Administrator,2016.08.21 18:56:54,
301200004564,AAA;AMA;,Chely Writht,No Fit,Administrator,2016.08.21 18:58:15,
301200004565,AAA;AMA;,Don Consoscenti,No Fit,Administrator,2016.08.21 19:13:14,
301200004566,AAA;AMA;,Scott Smith,No Fit,Administrator,2016.08.21 19:14:12,
301200004567,AAA;AMA;,Stewart Linsey,No Fit,Administrator,2016.08.21 19:18:34,
301200004568,AAA;AMA;,Little Diamonds,No Fit,Administrator,2016.08.21 19:19:32,
301200004569,AAA;AMA;,Neon,No Fit,Administrator,2016.08.21 19:20:21,
301200004570,AAA;AMA;,Sonnest,No Fit,Administrator,2016.08.21 19:21:12,
301200004571,AAA;AMA;,Chatham County Line,No Fit,Administrator,2016.08.21 19:22:05,
301200004572,AAA;AMA;,Year from Monday,No Fit,Administrator,2016.08.21 19:22:41,
301200004573,AAA;AMA;,Liz Longley,No Fit,Administrator,2016.08.21 19:28:02,
301200004574,AAA;AMA;,Backtrack Blues Band,No Fit,Administrator,2016.08.21 19:37:55,
301200004575,AAA;AMA;,Chakra Blue,No Fit,Administrator,2016.08.21 19:38:53,
301200004576,AAA;AMA;,Ryan Cain,No Fit,Administrator,2016.08.21 19:39:31,
301200004577,AAA;AMA;,Joseph,No Fit,Administrator,2016.08.21 19:40:33,
301200004578,AAA;AMA;,Macy Gray,No Fit,Administrator,2016.08.21 19:41:19,
301200004579,AAA;AMA;,Chris Stalcup,No Fit,Administrator,2016.08.21 19:42:00,
301200004580,AAA;AMA;,Kyle Cox,No Fit,Administrator,2016.08.21 19:42:51,
301200004598,AAA;AMA;,Joe Purdy,No Fit,Administrator,2016.09.18 11:47:16,
301200004599,AAA;AMA;,Chrissi Poland,No Fit,Administrator,2016.09.18 11:48:19,
301200004600,AAA;AMA;,Russell Morris,No Fit,Administrator,2016.09.18 11:52:01,
301200004601,AAA;AMA;,Sari Schorr,No Fit,Administrator,2016.09.18 11:55:33,
301200004602,AAA;AMA;,J J Byars,No Fit,Administrator,2016.09.18 11:59:27,
301200004603,AAA;AMA;,Apocalypse,No Fit,Administrator,2016.09.18 12:00:19,
301200004604,AAA;AMA;,Buffalo Ruckus,No Fit,Administrator,2016.09.18 12:01:36,
301200004605,AAA;AMA;,Steven j Push,No Fit,Administrator,2016.09.18 12:02:46,
301200004606,AAA;AMA;,Flyin As,No Fit,Administrator,2016.09.18 12:06:26,
301200004607,AAA;AMA;,Great Shakes,No Fit,Administrator,2016.09.18 12:07:22,
301200004608,AAA;AMA;,Shovels and Rope,No Fit,Administrator,2016.09.18 12:11:44,
301200004609,AAA;AMA;,Dex Romweber,No Fit,Administrator,2016.09.18 12:12:37,
301200004610,AAA;AMA;,Chris Murphy,No Fit,Administrator,2016.09.18 12:13:41,
301200004611,AAA;AMA;,Tim Easton,No Fit,Administrator,2016.09.18 12:16:53,
301200004612,AAA;AMA;,Heart Break Sessions,No Fit,Administrator,2016.09.18 12:18:00,
301200004613,AAA;AMA;,Hilton Park,No Fit,Administrator,2016.09.18 12:22:16,
301200004614,AAA;AMA;,Time Jumpers,No Fit,Administrator,2016.09.18 12:23:13,
301200004615,AAA;AMA;,Blue Highway,No Fit,Administrator,2016.09.18 12:23:58,
301200004616,AAA;AMA;,Steve Seagulls,No Fit,Administrator,2016.09.18 12:25:29,
301200004617,AAA;AMA;,Tami Neilson,No Fit,Administrator,2016.09.18 12:26:49,
301200004618,AAA;AMA;,Kandace Springs,No Fit,Administrator,2016.09.18 12:28:08,
301200004619,AAA;AMA;,Brian Lee Robinson,No Fit,Administrator,2016.09.18 12:29:05,
301200004620,AAA;AMA;,Yael Naim,No Fit,Administrator,2016.09.18 12:30:03,
301200004621,AAA;AMA;,James Stanley,No Fit,Administrator,2016.09.18 12:31:43,
301200004622,AAA;AMA;,garbielle Louise,No Fit,Administrator,2016.09.18 12:32:59,
301200004623,AAA;AMA;,Jesse Dayton,No Fit,Administrator,2016.09.18 12:34:02,
301200004624,AAA;AMA;,Coal Porters,No Fit,Administrator,2016.09.18 12:37:23,
301200004625,AAA;AMA;,J Micheal Laferty,No Fit,Administrator,2016.09.18 12:38:30,
301200004626,AAA;AMA;,Frightnrs,No Fit,Administrator,2016.09.18 12:40:02,
301200004627,AAA;AMA;,Richard Shindell,No Fit,Administrator,2016.09.18 12:41:50,
301200004628,AAA;AMA;,Andy May,No Fit,Administrator,2016.09.18 12:47:24,
301200004630,AAA;AMA;,Seth Swirsky,No Fit,Administrator,2016.09.18 12:55:20,
301200004632,AAA;AMA;,Osborne Jones,No Fit,Administrator,2016.09.18 13:21:54,
301200004634,AAA;AMA;,Valerie JanLois,No Fit,Administrator,2016.09.18 13:26:12,
301200004637,AAA;AMA;,louisa Maita,No Fit,Administrator,2016.09.18 13:33:49,
301200004639,AAA;AMA;,Quensky Bluegrass,No Fit,Administrator,2016.09.18 13:36:04,
301200004641,AAA;AMA;,Wooks,No Fit,Administrator,2016.09.18 13:39:02,
301200004643,AAA;AMA;,John Prine,No Fit,Administrator,2016.09.18 13:41:21,
301200004645,AAA;AMA;,Michael Jonathon,No Fit,Administrator,2016.09.18 13:59:45,
301200004648,AAA;AMA;,Jack Ingram,No Fit,Administrator,2016.09.18 16:27:34,
301200004650,AAA;,Leaques -,No Fit,Administrator,2016.09.18 16:39:48,
301200004652,AAA;AMA;,Angelo Moore,no fit,Administrator,2016.09.18 16:46:11,
301200004654,AAA;AMA;,Charlee Remitz -,No Fit,Administrator,2016.09.18 16:58:42,
301200004656,AAA;AMA;,Cantralls,No Fit,Administrator,2016.09.18 17:11:01,
301200004658,AAA;,Ray Goren,No Fit,Administrator,2016.09.18 17:17:52,
301200004660,AAA;AMA;,Mandy Rowen,No Fit,Administrator,2016.09.18 17:26:48,
301200004662,AAA;,Lil Ed,No Fit,Administrator,2016.09.18 17:30:05,
301200004664,AAA;AMA;,Urban Acoustic,No Fit,Administrator,2016.09.18 17:33:00,
301200004667,AAA;AMA;,Jay Ward,No Fit,Administrator,2016.09.18 17:40:00,
301200004669,AAA;AMA;,John Haesemeyer,NO Fit,Administrator,2016.09.18 17:42:37,
301200004671,AAA;AMA;,Martin Petz,No Fit,Administrator,2016.09.18 17:45:31,
301200004673,AAA;AMA;,Timothy b Schmidt,No Fit,Administrator,2016.09.18 17:50:20,
301200004675,AAA;AMA;,Dawes,No Fit,Administrator,2016.09.18 17:55:46,
301200004677,AAA;AMA;,Luke Winslow,No Fit,Administrator,2016.09.18 17:58:10,
301200004711,AAA;AMA;,Tim Bennet,No Fit,Administrator,2016.10.16 14:40:14,
301200004712,AAA;AMA;,Regina Spektor,No Fit,Administrator,2016.10.16 14:45:54,
301200004713,AAA;AMA;,Terri Hendrix,No Fit,Administrator,2016.10.16 14:48:55,
301200004715,AAA;AMA;,Sam Evian,No Fit,Administrator,2016.10.16 14:51:46,
301200004717,AAA;AMA;,Letters to Abigail,No Fit,Administrator,2016.10.16 15:00:44,
301200004719,AAA;AMA;,Mark Stoermer,No Fit,Administrator,2016.10.16 15:02:57,
301200004721,AAA;AMA;,Marcus King,No Fit,Administrator,2016.10.16 15:05:58,
301200004722,AAA;AMA;,Norah Jones,No Fit,Administrator,2016.10.16 15:08:04,
301200004725,AAA;AMA;,Matt Hires,No Fit,Administrator,2016.10.16 15:17:02,
301200004727,AAA;AMA;,Robert Craft,Cant Play 45,Administrator,2016.10.16 15:21:53,
301200004728,AAA;AMA;,Nancy McCallion,No Fit,Administrator,2016.10.16 15:24:17,
301200004730,AAA;AMA;,Regina Spektor,No Fit,Administrator,2016.10.16 15:26:49,
301200004732,AAA;AMA;,Keith Monacchio,No Fit,Administrator,2016.10.16 15:31:54,
301200004734,AAA;AMA;,Jack Grelle,No Fit,Administrator,2016.10.16 15:35:54,
301200004736,AAA;AMA;,Caroline Doctorow,No Fit,Administrator,2016.10.16 15:38:26,
301200004738,AAA;AMA;,Rivvars,No Fit,Administrator,2016.10.16 15:45:36,
301200004740,AAA;AMA;,Courtney Granger,No Fit,Administrator,2016.10.16 15:47:47,
301200004742,AAA;AMA;,Million Sellers,No Fit,Administrator,2016.10.16 15:51:20,
301200004743,AAA;AMA;,Dear Jerry,No Fit,Administrator,2016.10.16 15:56:51,
301200004745,AAA;AMA;,T-Sisteres,No Fit,Administrator,2016.10.16 16:02:17,
301200004747,AAA;AMA;,Auburn Town,No Fit,Administrator,2016.10.16 16:12:53,
301200004750,AAA;AMA;,Ron Renninger,No Fit,Administrator,2016.10.16 16:17:21,
301200004752,AAA;AMA;,Johnny Creep,No Fit,Administrator,2016.10.16 16:19:58,
301200004754,AAA;AMA;,Lola Rising,No Fit,Administrator,2016.10.16 16:22:09,
301200004756,AAA;AMA;,Chris Jacobs,No Fit,Administrator,2016.10.16 16:25:02,
301200004758,AAA;AMA;,Sonny King,No Fit,Administrator,2016.10.16 16:28:00,
301200004760,AAA;AMA;,Gina Sicilia,No Fit,Administrator,2016.10.16 16:33:18,
301200004629,AAA;AMA;,Jum Kweskin,No Fit,Administrator,2016.09.18 12:48:42,
301200004631,AAA;AMA;,Dan Layus,No Fit,Administrator,2016.09.18 13:20:57,
301200004633,AAA;AMA;,Alex Di Leo,No Fit,Administrator,2016.09.18 13:25:09,
301200004635,AAA;AMA;,Cult of Cats,No Fit,Administrator,2016.09.18 13:27:27,
